Target Label,Prioritised Features,Entropy Value,Entropy Conf,Gini Index Value,Gini Index Conf,Category,Best Conf,Significant,PlotSig
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),TNNI3 Precentage (TNNI1) Quantiles - Q1 (>16.15 and ≤26) (4),0.00754,0.053105311,0.0121,0.01420142,Least Maturity,0.01420142,TRUE,TRUE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Differentiation Purity Assessment - IHC cTnT (7),0.00745,0.04590459,0.00774,0.04980498,Least Maturity,0.04590459,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),MYL2 Precentage (MYL7) Quantiles - Q1 (>30.1 and ≤45.7) (4),0.00705,0.053705371,0.00808,0.04360436,Least Maturity,0.04360436,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),hiPSC-CM Purification Duration (days) - 3 days (13),0.00701,0.065806581,0.01318,0.00950095,Least Maturity,0.00950095,TRUE,TRUE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Pharmacological Intervention - Metoprolol (5),0.00695,0.03170317,0.00747,0.03750375,Least Maturity,0.03170317,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Insulin Withdrawal Duration (days) Quantiles - Q1 (>4 and ≤10) (11),0.00674,0.071207121,0.009,0.03590359,Least Maturity,0.03590359,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),hiPSC-CM Purification Duration (days) - 8 days (4),0.00645,0.069806981,0.00811,0.04840484,Least Maturity,0.04840484,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Seeding Confluency 2D (%) - 85 to 89 (26),0.00642,0.091709171,0.00868,0.04030403,Least Maturity,0.04030403,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Electrophysiology Analysis Method - Motion-Contrast Reconstruction (5),0.00632,0.073607361,0.00804,0.04840484,Least Maturity,0.04840484,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Pharmacological Intervention - Carbamylcholine (6),0.00594,0.084308431,0.00769,0.04990499,Least Maturity,0.04990499,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Cell Line Ancestry - Asian (28),0.00583,0.132913291,0.00953,0.04030403,Least Maturity,0.04030403,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Insulin Withdrawal Duration (days) - 6 days (3),0.00567,0.084908491,0.01014,0.04420442,Least Maturity,0.04420442,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),hiPSC-CM Maturation Media - RPMI-1640 (153),0.00545,0.485448545,0.0101,0.00550055,Least Maturity,0.00550055,TRUE,TRUE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Journal - Biomater Sci (7),0.00525,0.093209321,0.00966,0.01990199,Least Maturity,0.01990199,TRUE,TRUE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Seeding Confluency 2D (%) - 80 to 84 (5),0.0048,0.090509051,0.00842,0.02660266,Least Maturity,0.02660266,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Journal - Stem Cells (11),0.0041,0.142514251,0.00746,0.04580458,Least Maturity,0.04580458,TRUE,FALSE
Contraction Upstroke Velocity (um/s) Quantiles - Q4 (>1.2 and ≤10) (11),Coating for Replating - Geltrex (10),0.00307,0.219821982,0.00785,0.04690469,Least Maturity,0.04690469,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Journal - Stem Cell Reports (23),0.02584,0.00070007,0.02021,0.00070007,Least Maturity,0.00070007,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),0.01484,0.00640064,0.0089,0.03150315,Least Maturity,0.00640064,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),0.01332,0.01080108,0.0122,0.01320132,Least Maturity,0.01080108,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Wnt Induction - StemCell Diff Kit (4),0.01326,0.00850085,0.01149,0.0210021,Least Maturity,0.00850085,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Calcium Handling Analysis Method - Visual (104),0.01294,0.02510251,0.0049,0.447244724,Least Maturity,0.02510251,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),MYH7 Percentage (MYH6) Quantiles - Q1 (>82.35 and ≤94.6) (4),0.01227,0.00870087,0.01308,0.00930093,Least Maturity,0.00870087,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Time to Calcium Flux Peak (ms) Quantiles - Q1 (<154 and ≥0.06) (10),0.0117,0.02110211,0.01146,0.01690169,Least Maturity,0.01690169,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),3D CM Ratio (CM-EC-SC) Quantiles - Q2 (>75 and ≤91) (28),0.01158,0.02170217,0.01406,0.00370037,Least Maturity,0.00370037,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Contractile Stress (mN/mm2) Quantiles - Q3 (>0.51 and ≤1.9) (9),0.01142,0.020002,0.00767,0.04970497,Least Maturity,0.020002,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Cell Line - ATCC (5),0.01135,0.01020102,0.01102,0.01480148,Least Maturity,0.01020102,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Maturation Strategy - Tension (64),0.0112,0.02360236,0.00593,0.202620262,Least Maturity,0.02360236,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Differentiation Purity (%) Quantiles - Q4 (>79 and ≤85) (40),0.01108,0.03590359,0.01233,0.01350135,Least Maturity,0.01350135,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Metabolic Analysis Method - Seahorse (35),0.01071,0.02820282,0.00457,0.238323832,Least Maturity,0.02820282,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Contraction Upstroke Velocity (um/s) Quantiles - Q1 (>50 and ≤1300) (8),0.01021,0.02420242,0.00968,0.02820282,Least Maturity,0.02420242,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Contractile Analysis Method - Deflection (39),0.00963,0.04120412,0.00584,0.164016402,Least Maturity,0.04120412,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Differentiation Purity Assessment - Flow Cytometry cTnT+ (135),0.00951,0.04140414,0.00683,0.142014201,Least Maturity,0.04140414,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Cell Line Ancestry - Asian (28),0.00944,0.03890389,0.00773,0.054605461,Least Maturity,0.03890389,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),TNNI3 Precentage (TNNI1) Quantiles - Q2 (>6.5 and ≤16.15) (4),0.00935,0.0230023,0.00951,0.02840284,Least Maturity,0.0230023,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Publication Year - 2014 (3),0.00929,0.02090209,0.00917,0.03310331,Least Maturity,0.02090209,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),New Media for Maturation - Commercial Kit (5),0.00916,0.02950295,0.00718,0.070607061,Least Maturity,0.02950295,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Cell Line - WTC11 (30),0.00902,0.04340434,0.00937,0.03040304,Least Maturity,0.03040304,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Cell Line - IMR90 (19),0.0089,0.03980398,0.0095,0.02580258,Least Maturity,0.02580258,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),0.00886,0.03540354,0.00962,0.02750275,Least Maturity,0.02750275,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Sarcomere Length (um) Quantiles - Q4 (>1.64 and ≤1.75) (14),0.00876,0.03410341,0.00879,0.03140314,Least Maturity,0.03140314,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Wnt Inhibitor - XAV939 (24),0.00842,0.051905191,0.00912,0.04030403,Least Maturity,0.04030403,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),0.00788,0.0410041,0.01112,0.01670167,Least Maturity,0.01670167,TRUE,TRUE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),hiPSC Backbone Media - Conditioned (12),0.00774,0.04910491,0.00984,0.02660266,Least Maturity,0.02660266,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Number of Cell Lines - 1 (225),0.00723,0.145714571,0.00905,0.03610361,Least Maturity,0.03610361,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Contractile Force (mN) Quantiles - Q5 (>0 and ≤0.04) (10),0.00551,0.074607461,0.00762,0.03860386,Least Maturity,0.03860386,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Contractile Stress (mN/mm2) Quantiles - Q2 (>1.9 and ≤3.95) (9),0.00448,0.143214321,0.00937,0.02980298,Least Maturity,0.02980298,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Maturation Strategy - ECM (21),0.00404,0.189618962,0.00816,0.04760476,Least Maturity,0.04760476,TRUE,FALSE
Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),Action Potential Conduction Velocity (cm/s) Quantiles - Q1 (>28.5 and ≤41) (7),0.00381,0.149614961,0.00755,0.03860386,Least Maturity,0.03860386,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),2D Surface - Electrospun (13),0.03213,0.00010001,0.02596,0.00050005,Least Maturity,0.00010001,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Publication Year - 2022 (20),0.0297,0.00040004,0.01742,0.00170017,Least Maturity,0.00040004,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Calcium Handling Analysis Method - Visual (104),0.02271,0.00180018,0.00776,0.095509551,Least Maturity,0.00180018,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Pharmacological Intervention - Phenylephrine (3),0.01715,0.00320032,0.02159,0.00260026,Least Maturity,0.00260026,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Coating for Replating - Fibronectin (32),0.01535,0.00780078,0.01416,0.00380038,Least Maturity,0.00380038,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),3D Estimated Tissue Size (mm2) Quantiles - Q3 (>2 and ≤9.12) (21),0.01286,0.01230123,0.01182,0.01170117,Least Maturity,0.01170117,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Electron Imaging - Scanning (22),0.0123,0.01670167,0.01622,0.00220022,Least Maturity,0.00220022,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),hiPSC Backbone Media - StemFit (5),0.01168,0.00920092,0.00988,0.01780178,Least Maturity,0.00920092,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Publication Year - Post 2020 (122),0.01152,0.03820382,0.00878,0.03050305,Least Maturity,0.03050305,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Sarcomere Length (um) Quantiles - Q5 (>1.01 and ≤1.64) (14),0.01118,0.01780178,0.01041,0.01840184,Least Maturity,0.01780178,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Seeding Confluency 3D (%) - 90 to 94 (13),0.01095,0.01780178,0.00656,0.069506951,Least Maturity,0.01780178,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Publication Year - Late-2010s (196),0.0105,0.0410041,0.00831,0.04250425,Least Maturity,0.0410041,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Contractile Analysis Method - Motion Tracking (93),0.01038,0.03630363,0.00692,0.129612961,Least Maturity,0.03630363,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),hiPSC-CM Maturation Media - iCell Maintenance (83),0.00992,0.02910291,0.00796,0.056105611,Least Maturity,0.02910291,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Number of Cell Lines - 4 (11),0.00988,0.02910291,0.00956,0.0320032,Least Maturity,0.02910291,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Journal - J Biomed Mater Res A (3),0.0097,0.02310231,0.01126,0.02040204,Least Maturity,0.02040204,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),hiPSC Matrix Coating - Geltrex (33),0.00959,0.04430443,0.0088,0.056305631,Least Maturity,0.04430443,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Electrophysiology Analysis Method - Microelectrode (31),0.00937,0.0420042,0.00751,0.073507351,Least Maturity,0.0420042,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Journal - Biomaterials (16),0.00929,0.02580258,0.00839,0.03450345,Least Maturity,0.02580258,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Insulin Start Day - 9 (10),0.00901,0.03330333,0.00782,0.04120412,Least Maturity,0.03330333,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Resting Membrane Potential (mV) Quantiles - Q4 (<-60 and ≥-66) (9),0.00851,0.02010201,0.00852,0.02070207,Least Maturity,0.02010201,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),TNNI3 Precentage (TNNI1) Quantiles - Q1 (>16.15 and ≤26) (4),0.00822,0.03070307,0.00822,0.04430443,Least Maturity,0.03070307,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),3D Stromal Cell Source - Dermal Fibroblast (7),0.00795,0.03970397,0.00914,0.03040304,Least Maturity,0.03040304,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Cell Coculture - Endothelial Cell (35),0.00779,0.060006001,0.009,0.03490349,Least Maturity,0.03490349,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Pharmacological Intervention - Class III Antiarrhythmics (K+ Channel Blockers - Prolong Repolarization) (10),0.00778,0.04260426,0.00948,0.02350235,Least Maturity,0.02350235,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Pharmacological Intervention - Thalidomide (3),0.00739,0.04150415,0.00761,0.057105711,Least Maturity,0.04150415,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Pharmacological Intervention - Class Ib Antiarrhythmics (Na+ Channel Blockers - Weak Blockade) (9),0.0073,0.04320432,0.00398,0.159715972,Least Maturity,0.04320432,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Pharmacological Intervention - Cardiotoxic Agents (3),0.00719,0.054405441,0.01114,0.0220022,Least Maturity,0.0220022,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Purification Protocol - Metabolic (8),0.00677,0.04150415,0.00575,0.073807381,Least Maturity,0.04150415,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Time to Calcium Flux Peak (ms) Quantiles - Q1 (<154 and ≥0.06) (10),0.00602,0.072607261,0.00804,0.04330433,Least Maturity,0.04330433,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Pharmacological Intervention - Blebbistatin (5),0.00435,0.093109311,0.00641,0.04710471,Least Maturity,0.04710471,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Conduction Velocity from Calcium Imaging (cm/s) Quantiles - Q2 (>8.53 and ≤17) (4),0.00434,0.108010801,0.01233,0.01020102,Least Maturity,0.01020102,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q5 (>108 and ≤60) (12),Contractile Force (mN) Quantiles - Q3 (>0.16 and ≤0.43) (9),0.00288,0.188518852,0.00644,0.04850485,Least Maturity,0.04850485,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Publication Year - 2021 (43),0.02427,0.00150015,0.01737,0.00190019,Least Maturity,0.00150015,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Calcium Flux Amplitude (F/F0) Quantiles - Q3 (>0.9 and ≤1.6) (10),0.01834,0.00250025,0.01409,0.0060006,Least Maturity,0.00250025,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Coating for Replating - Rare (6),0.01612,0.00410041,0.01375,0.00760076,Least Maturity,0.00410041,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),0.01573,0.00860086,0.01706,0.00510051,Least Maturity,0.00510051,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),3D Stromal Cell Source - Stromal Cell (35),0.01453,0.01440144,0.00675,0.113211321,Least Maturity,0.01440144,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Seeding Confluency (%) - 80 to 84 (12),0.01405,0.01180118,0.01504,0.00610061,Least Maturity,0.00610061,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Day of Insulin Addition - not 11 (5),0.0134,0.00750075,0.00896,0.03840384,Least Maturity,0.00750075,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Pharmacological Intervention - T3 (3),0.01325,0.01690169,0.01499,0.01760176,Least Maturity,0.01690169,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Metabolic Component Category - Metabolic Modulation (20),0.01273,0.02150215,0.008,0.064706471,Least Maturity,0.02150215,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Journal - Biomater Sci (7),0.01246,0.01380138,0.01759,0.00450045,Least Maturity,0.00450045,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Metabolic Component - IGF-1 (3),0.01222,0.0130013,0.01241,0.0210021,Least Maturity,0.0130013,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Cell Line Sex - Both (118),0.01202,0.0320032,0.00818,0.064706471,Least Maturity,0.0320032,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Contraction Upstroke Velocity (um/s) Quantiles - Q2 (>31.5 and ≤50) (10),0.01189,0.01190119,0.01289,0.00940094,Least Maturity,0.00940094,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Sacromere or Cellular Alignment Analysis - Yes (72),0.01122,0.04330433,0.01152,0.01310131,Least Maturity,0.01310131,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),3D Stromal Cell Source - hiPSC-SmoothMC (3),0.01084,0.0170017,0.00744,0.057805781,Least Maturity,0.0170017,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Sarcomere Length (um) Quantiles - Q2 (>1.88 and ≤1.95) (14),0.01038,0.0330033,0.00623,0.094709471,Least Maturity,0.0330033,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Wnt Inhibitor Duration (days) - 5 days (6),0.01,0.02360236,0.01002,0.02450245,Least Maturity,0.02360236,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Metabolic Component Category - Fatty Acids and Lipids (21),0.00887,0.04240424,0.00879,0.04340434,Least Maturity,0.04240424,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Differentiation Purity Assessment - Visual Inspection (6),0.00793,0.04340434,0.00671,0.074307431,Least Maturity,0.04340434,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Cell Line - DF19-9-11T.H (16),0.00792,0.056905691,0.0127,0.01190119,Least Maturity,0.01190119,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),3D Stromal Cell Source - hiPSC-CardiacF (8),0.00748,0.04860486,0.00795,0.04430443,Least Maturity,0.04430443,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Wnt Inhibitor Duration (days) - Rare (173),0.00728,0.164016402,0.0093,0.01730173,Least Maturity,0.01730173,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Time from Calcium Peak to Relaxation (ms) Quantiles - Q1 (<310 and ≥0.2) (5),0.00677,0.070807081,0.01497,0.00610061,Least Maturity,0.00610061,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Differentiation Purity Assessment - Flow Cytometry cTnT+ (135),0.00588,0.297829783,0.00832,0.04030403,Least Maturity,0.04030403,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Insulin Withdrawal Duration (days) - 4 days (18),0.00527,0.122312231,0.0088,0.0410041,Least Maturity,0.0410041,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q5 (>2000 and ≤365) (10),Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),0.00429,0.153315332,0.00794,0.04670467,Least Maturity,0.04670467,TRUE,FALSE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Journal - Tissue Eng Part A (4),0.02278,0.00350035,0.02051,0.00980098,Least Maturity,0.00350035,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Pharmacological Intervention - Adrenaline (83),0.01991,0.00460046,0.01265,0.0280028,Least Maturity,0.00460046,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),MYL2 Precentage (MYL7) Quantiles - Q1 (>30.1 and ≤45.7) (4),0.01799,0.01060106,0.01296,0.03580358,Least Maturity,0.01060106,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Sarcomere Length (um) Quantiles - Q1 (>1.95 and ≤2.5) (13),0.01547,0.01570157,0.01019,0.052405241,Least Maturity,0.01570157,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Contraction Upstroke Velocity (um/s) Quantiles - Q3 (>10 and ≤31.5) (7),0.01499,0.02180218,0.00988,0.063006301,Least Maturity,0.02180218,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Calcium Flux Amplitude (F/F0) Quantiles - Q4 (>0.25 and ≤0.9) (10),0.01466,0.01460146,0.01505,0.01330133,Least Maturity,0.01330133,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Pharmacological Intervention - Verapamil (27),0.01403,0.03490349,0.01104,0.04470447,Least Maturity,0.03490349,TRUE,FALSE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Seeding Confluency 3D (%) - 80 to 84 (5),0.01394,0.02770277,0.0144,0.02430243,Least Maturity,0.02430243,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Cell Area (um2) Quantiles - Q3 (>350 and ≤1800) (13),0.01386,0.01510151,0.01519,0.01240124,Least Maturity,0.01240124,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Contractile Force (mN) Quantiles - Q2 (>0.43 and ≤1.04) (10),0.01386,0.02810281,0.01407,0.03020302,Least Maturity,0.02810281,TRUE,FALSE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Maturation Strategy - ECM (21),0.01368,0.01930193,0.01361,0.020002,Least Maturity,0.01930193,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Pharmacological Intervention - Isoproterenol (71),0.01363,0.04340434,0.00256,0.704170417,Least Maturity,0.04340434,TRUE,FALSE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Cell Line Ancestry - Asian (28),0.01338,0.02340234,0.00678,0.123912391,Least Maturity,0.02340234,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Electron Imaging - Transmission (62),0.01331,0.01990199,0.00705,0.121112111,Least Maturity,0.01990199,TRUE,TRUE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Differentiation Purity (%) Quantiles - Q4 (>79 and ≤85) (40),0.01328,0.04110411,0.01256,0.02870287,Least Maturity,0.02870287,TRUE,FALSE
Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),Pharmacological Intervention - Dihydropyridines (Vascular Selective Ca Channel Blockers) (22),0.01271,0.04310431,0.00749,0.112611261,Least Maturity,0.04310431,TRUE,FALSE
